"","Programme","Priority axes name","Registration number of the operation","Operation name","Operation summary","Beneficiary name","Identification number of the beneficiary","Legal status of the beneficiary","Postcode","...10","Operation start date","Expected end date of the operation","Operation end date","...14","Status of the operation","Country","NUTS 3 code","NUTS 3 name","Intervention field - code","Intervention field - name","Fund","Union co-financing rate","Total eligible expenditure allocated to the selected operation","Expeditures allocated to the selected operation - Union support","Expeditures allocated to the selected operation - national public funding","Expeditures allocated to the selected operation - national private funding","Total eligible expenditures charged in payment applications","Expenditures charged in payment application - Union support","...29"
"3597","OP ZP","05.5 Energetické úspory","CZ.05.5.18/0.0/0.0/18_100/0009404","Snížení energetické náročnosti budovy městského úřadu v Trutnově","Předmětem navržených opatření je kompletní výměna otvorových výplní, regulace vytápění. Objekt  je dotčen vyjádřením památkářů, dosažená úspora energie v GJ/rok 815,397 a 25,28 %, podmínka dle PRŽAP splněna 10 % úspor energie.","MĚSTO TRUTNOV","00278360","Obec",54101,2019-06-28,"08.02.2019","28.02.2023",NA,NA,"PP37 Projekt v plné (fyzické i finanční) realizaci","Česká republika","CZ052","Královéhradecký kraj","II.1.013","Energeticky účinná renovace veřejné infrastruktury, demonstrační projekty a podpůrná opatření","FS",0.399999999661347,11811492.26,4724596.9,7086895.36,0,11757059.1,4702823.63,"Ne"
"3598","IROP","06.3 Dobrá správa území a zefektivnění veřejných institucí","CZ.06.3.72/0.0/0.0/15_012/0004844","ÚZEMNÍ STUDIE VEŘEJNÝCH PROSTRANSTVÍ OBCE S ROZŠÍŘENOU PŮSOBNOSTÍ (ORP) STŘÍBRO","Cílem projektu je vypracování uceleného koncepčního řešení veřejného prostranství  ve vybraných obcích ve správním obvodu města Stříbro, účelové vymezení ploch včetně návrhu strategie rozvoje vybraných klíčových prostranství. Územní studie veřejných prostranství bude možno podle konkrétních podmínek a aktuální potřeby, cele či částečně využít pro následné zpracování dokumentace pro územní řízení, případně přímo pro zpracování zadávací, resp. realizační dokumentace.","Město Stříbro","00260177","Obec",34901,2017-10-17,"24.03.2017","31.12.2018","29.11.2018",NA,"PP42 Projekt finančně ukončen ze strany MF-PCO","Česká republika","CZ032","Plzeňský kraj","IV.5.096","Institucionální kapacita veřejné správy a veřejných služeb související s prováděním EFRR nebo činnosti na podporu iniciativ v oblasti institucionální kapacity v rámci ESF","EFRR",0.85,799448,679530.8,119917.2,0,797848.1,678170.88,"Ne"
"3599","IROP","06.4 Komunitně vedený místní rozvoj","CZ.06.4.59/0.0/0.0/16_038/0011983","Mohelnice - cyklostezka Újezd - Líšnice","Předmětem realizace je vybudování nové cyklostezky mezi místní částí Mohelnice, Újezdem, a obcí Líšnice. Cyklostezka bude svádět nemotorovou dopravu ze silnice II/644 s intenzitou dopravy 520 vozidel/den. Součástí nové cyklostezky je vybudování nové lávky přes říčku Újezdka a výsadba doprovodné zeleně. Primárním cílem je zvýšit bezpečnost dopravy podél frekventované komunikace, sekundárním rozvíjet udržitelnou regionální i místní mobilitu a navyšovat podíl využití udržitelných forem dopravy.","Město Mohelnice","00303038","Obec",78985,2019-10-18,"18.10.2019","31.12.2022","27.10.2020",NA,"PP42 Projekt finančně ukončen ze strany MF-PCO","Česká republika","CZ071","Olomoucký kraj","IV.5.097","Iniciativy v oblasti místního rozvoje se zapojením místních komunit ve městech a na venkově","EFRR",0.95,1.2e+07,11400000,6e+05,0,1.2e+07,11400000,"Ne"
"3600","IROP","06.4 Komunitně vedený místní rozvoj","CZ.06.4.59/0.0/0.0/16_038/0011044","Chodník a přechod pro chodce na ul. Záhumenní","Předmětem projektu je vybudování nového chodníku v délce 110 m podél frekventované silnice II/480 (ul. Záhumenní) a jeho propojení se stávajícím chodníkem situovaným na druhé straně silnice. Propojení obou chodníků bude prostřednictvím nového přechodu pro chodce přes ul. Záhumenní a místa pro přecházení přes ulici Duhovou. Nový přechod bude nasvětlen speciálními svítidly. Veškerá tato opatření povedou ke zvýšení bezpečnosti chodců a dopravy.","Město Kopřivnice","00298077","Obec",74221,2020-01-02,"15.12.2017","31.01.2020","31.01.2020",NA,"PP42 Projekt finančně ukončen ze strany MF-PCO","Česká republika","CZ080","Moravskoslezský kraj","IV.5.097","Iniciativy v oblasti místního rozvoje se zapojením místních komunit ve městech a na venkově","EFRR",0.949999994865769,1850325.81,1757809.51,92516.3,0,1636892.21,1555047.59,"Ne"
"3601","IROP","06.3 Dobrá správa území a zefektivnění veřejných institucí","CZ.06.3.05/0.0/0.0/16_044/0004534","eGovernment Luhačovice","Cílem projektu je zvýšit efektivitu fungování Městského úřadu Luhačovice, vytvořit dostatečnou technologickou podporu pro provoz ICT systému žadatele a tím přispět k bezproblémovému fungování úřadu a zajistit plnění legislativních požadavků. Bude vytvořeno dostatečně robustní a moderní prostředí informačních technologií, které bude sloužit pro zajištění podpůrných procesů při výkonu veřejné správy a samosprávy.","Město Luhačovice","00284165","Obec",76326,2017-08-25,"30.06.2016","31.12.2018","17.12.2018",NA,"PP42 Projekt finančně ukončen ze strany MF-PCO","Česká republika","CZ072","Zlínský kraj","IV.3.078","Služby elektronické veřejné správy (e-government) a žádosti (včetně elektronického zadávání veřejných zakázek, IKT opatření na podporu reformy veřejné správy, počítačové bezpečnosti, opatření pro důvěru a ochranu soukromí, elektronického soudnictví (e-justice) a e-demokracie)","EFRR",0.85,10715221,9107937.85,1607283.15,0,9740116.18,8279098.75,"Ne"
"3602","IROP","06.3 Dobrá správa území a zefektivnění veřejných institucí","CZ.06.3.05/0.0/0.0/16_044/0003221","Modernizace a doplnění podpůrných el. procesů pro potřeby MMZ a jeho organizací","Hlavním záměrem projektu je doplnit ICT prostředí úřadu o nové aplikační služby (zajišťující nové funkcionality a elektronické procesy) prostřednictvím pořízení nových nebo modernizace stávajících podpůrných IS statutárního města Zlín pro Magistrát města Zlína (MMZ), jeho detašovaná pracoviště kanceláře místních částí (KMČ) a příspěvkové organizace (PO). V návaznosti na zpřístupnění nových aplikačních služeb je potřeba rozšířit technologické prostředí - komunikační infrastrukturu pro PO a KMČ.","Statutární město Zlín","00283924","Obec",76001,2017-06-28,"01.07.2016","28.02.2020","28.02.2020",NA,"PP42 Projekt finančně ukončen ze strany MF-PCO","Česká republika","CZ072","Zlínský kraj","IV.3.078","Služby elektronické veřejné správy (e-government) a žádosti (včetně elektronického zadávání veřejných zakázek, IKT opatření na podporu reformy veřejné správy, počítačové bezpečnosti, opatření pro důvěru a ochranu soukromí, elektronického soudnictví (e-justice) a e-demokracie)","EFRR",0.85,29824562,25350877.7,4473684.3,0,26743407.9,22731896.71,"Ne"
"3603","OP D","04.2 Silniční infrastruktura na síti TEN-T, veřejná infrastruktura pro čistou mobilitu a řízení silničního provozu","CZ.04.2.40/0.0/0.0/17_040/0000370","Modernizace systému řízení dopravy v Českých Budějovicích - I. etapa","Předmětem projektu je modernizace či výstavba nových světelně řízených křižovatek a signalizovaných přechodů pro chodce. Jde o 14 lokalit na území města České Budějovice. Prioritou nových i optimalizace stávajících řešení je zavedení oblastního řízení, dobudování dynamického řízení vybraných křižovatkových uzlů a také funkčního systému preference povrchové veřejné dopravy na vybraných křižovatkách.","Statutární město České Budějovice","00244732","Obec",37001,2021-11-29,"07.09.2017","06.09.2020","06.09.2020",NA,"PP36 Projekt ve fyzické realizaci","Česká republika","CZ031","Jihočeský kraj","II.4.044","Inteligentní dopravní systémy (včetně zavedení správy poptávky, odbavovacích systémů, IT systémů pro sledování, kontrolu a poskytování informací)","FS",0.849999999622321,22505897.81,19130013.13,3375884.68,0,0,0,"Ne"
"3604","OP D","04.2 Silniční infrastruktura na síti TEN-T, veřejná infrastruktura pro čistou mobilitu a řízení silničního provozu","CZ.04.2.40/0.0/0.0/17_040/0000446","Inteligentní řízení dopravy v Pardubicích","Principem projektu je zavedení dynamického řízení všech křižovatek s vazbou na možnost jejich centrálního dálkového řízení. V současné době nemají Pardubice světelná signalizační zařízení řízená dopravní ústřednou. Inteligentní řízení dopravy v Pardubicích bude provázáno s projektem Kamerový systém - Pardubice, který v současné době Pardubice realizují.","Statutární město Pardubice","00274046","Obec",53002,2021-12-03,"01.05.2017","30.06.2022",NA,NA,"PP36 Projekt ve fyzické realizaci","Česká republika","CZ053","Pardubický kraj","II.4.044","Inteligentní dopravní systémy (včetně zavedení správy poptávky, odbavovacích systémů, IT systémů pro sledování, kontrolu a poskytování informací)","FS",0.85,27273158,23182184.3,4090973.7,0,0,0,"Ne"
"3605","IROP","06.2 Zkvalitnění veřejných služeb a podmínek života pro obyvatele regionů","CZ.06.2.11/0.0/0.0/17_097/0009692","Zateplení bytového domu č.p. 2290 ve Varnsdorfu","Předmětem projektu je zlepšení tepelně-technických parametrů stavebních konstrukcí bytového domu č.p. 2290, ul. Prašná ve Varnsdorfu, konkrétně je navrženo provedení zateplení fasády a související stavební úpravy, zateplení střešního pláště a výměna výplní otvorů. Projektem dojde ke snížení energetické náročnosti bytového domu, ke zvýšení komfortu bydlení, ke snížení emisí. Cílovou skupinou projektu je majitel a obyvatelé bytového domu a obyvatelé města.","Město Varnsdorf","00261718","Obec",40747,2018-12-13,"31.05.2019","31.12.2019","25.10.2019",NA,"PP42 Projekt finančně ukončen ze strany MF-PCO","Česká republika","CZ042","Ústecký kraj","II.1.014","Energeticky účinná renovace stávajícího bytového a domovního fondu, demonstrační projekty a podpůrná opatření","EFRR",0.3,2433950,730185,1703765,0,2240543.21,672162.96,"Ne"
"3606","IROP","06.2 Zkvalitnění veřejných služeb a podmínek života pro obyvatele regionů","CZ.06.2.56/0.0/0.0/18_104/0008962","Podporované bydlení - Mělník, Dukelská.","Předmětem projektu je zajištění dostupnosti a zvýšení kvality sociálního bydlení ve městě Mělníku. Realizací projektu dojde k rekonstrukci 2.NP a nástavbě 3.NP stávajícího azylového  domu, kde bude vybudováno 11 bytových jednotek určených pro cílové skupiny. Výstupem projektu jsou zcela nové sociální byty včetně  základního vnitřního vybavení s celkovou kapacitou 30 lůžek.","Město Mělník","00237051","Obec",27601,2019-09-24,NA,"30.09.2021","23.02.2021",NA,"PN40a Projekt nedokončen - ukončen příjemcem","Česká republika","CZ020","Středočeský kraj","III.0.054","Bytová infrastruktura","EFRR",0,0,0,NA,0,0,0,"Ne"
"3607","OP Z","03.4 Efektivní veřejná správa","CZ.03.4.74/0.0/0.0/17_080/0010065","Plzeň - moderní a zodpovědná","Předkládaný projekt je složen z částí: A)	Vzdělávání zaměstnanců KA01 B)	Řízení kvality KA02 - Rozvoj EFQM  C)	Zpracování strategických dokumentů - KA03, KA04. Spojovací linií jednotlivých částí projektu je posun správy města k efektivnímu řešení problémů - systémovým řízením nebo konečným zavedením nových strategických dokumentů. Smyslem a cílem všech klíčových aktivit je realizovat finanční a časové úspory v řízení a v procesech veřejné správy a zvýšení komfortu a zdravého života občanů.","Statutární město Plzeň","00075370","Obec",30100,2019-05-28,"01.07.2019","31.12.2021","31.12.2021",NA,"PP41 Projekt finančně ukončen ze strany ŘO","Česká republika","CZ032","Plzeňský kraj","VIII.0.119; VIII.0.119","Investice do institucionální kapacity a účinnosti veřejné správy a veřejných služeb na celostátní, regionální a místní úrovni za účelem reforem, zlepšování právní úpravy a řádné správy; Investice do institucionální kapacity a účinnosti veřejné správy a veřejných služeb na celostátní, regionální a místní úrovni za účelem reforem, zlepšování právní úpravy a řádné správy","ESF; ESF",0.85,5996050,5096642.5,899407.5,0,4214598.16,3582408.39,"Ano"
"3608","IROP","06.4 Komunitně vedený místní rozvoj","CZ.06.4.59/0.0/0.0/16_075/0008541","Rekonstrukce učebny přírodních věd pro Nádražku","Zvýšení kvality a efektivity výuky -  modernizace a zajištění kvalitního vybavení učebny přírodních věd povede ke zlepšení výuky přírodopisu a zeměpisu.","Město Česká Třebová","00278653","Obec",56002,2018-12-04,"02.05.2018","31.12.2018","31.12.2018",NA,"PP42 Projekt finančně ukončen ze strany MF-PCO","Česká republika","CZ053","Pardubický kraj","III.0.051","Vzdělávací infrastruktura v oblasti školního vzdělávání (základní a všeobecné středoškolské vzdělávání)","EFRR",0.95,779528,740551.6,38976.4,0,674155.37,640447.6,"Ne"
"3609","OP VVV","02.3 Rovný přístup ke kvalitnímu předškolnímu, primárnímu a sekundárnímu vzdělávání","CZ.02.3.68/0.0/0.0/17_047/0009720","Místní akční plán rozvoje vzdělávání II v území dopadu ORP Nové Město na Moravě","Předmětem předkládané žádosti o dotaci je podporovat spolupráci subjektů výchovy a vzdělávání v ORP Nové Město na Moravě a realizovat opatření vytyčená v dokumentu MAP.  Důraz bude kladen na oblast podpory čtenářské a matematické gramotnosti v základním školství, která byla vybrána jako stěžejní oblast projektu v rámci povinných opatření, s přihlédnutím k aktivitám vedoucím k podpoře dětí a žáků ohrožených školním neúspěchem.","Město Nové Město na Moravě","00294900","Obec",59231,2019-03-15,"01.10.2018","30.09.2022",NA,NA,"PP37 Projekt v plné (fyzické i finanční) realizaci","Česká republika","CZ063","Kraj Vysočina","VII.0.115; VII.0.115; VII.0.115; VII.0.115","Omezování a prevence předčasného ukončování školní docházky a podpora rovného přístupu ke kvalitním programům předškolního, základního a středoškolského vzdělávání, včetně možností formálního, neformálního a informálního učení, které umožňuje zpětné začlenění do procesu vzdělávání a odborné přípravy; Omezování a prevence předčasného ukončování školní docházky a podpora rovného přístupu ke kvalitním programům předškolního, základního a středoškolského vzdělávání, včetně možností formálního, neformálního a informálního učení, které umožňuje zpětné začlenění do procesu vzdělávání a odborné přípravy; Omezování a prevence předčasného ukončování školní docházky a podpora rovného přístupu ke kvalitním programům předškolního, základního a středoškolského vzdělávání, včetně možností formálního, neformálního a informálního učení, které umožňuje zpětné začlenění do procesu vzdělávání a odborné přípravy; Omezování a prevence předčasného ukončování školní docházky a podpora rovného přístupu ke kvalitním programům předškolního, základního a středoškolského vzdělávání, včetně možností formálního, neformálního a informálního učení, které umožňuje zpětné začlenění do procesu vzdělávání a odborné přípravy","ESF; ESF; ESF; ESF",0.849999996000652,7501222.4,6376039.01,1125183.39,0,6078558.87,5166774.98,"Ne"
