"year","ico","Grant_amount_total_CZK","Grant_amount_EU_CZK","municipality_id","municipality"
"2015","00257125",10205325.7,8674526.39,3210,"Přeštice"
"2015","00257265",677445,575828.24,3212,"Stod"
"2015","00257966",12643722.92,11383520.3,3206,"Kralovice"
"2015","00259438",39621322.37,33678123.36,4104,"Kraslice"
"2015","00259586",51009592.39,43358152.3,4107,"Sokolov"
"2015","00260177",22131167.33,19089347.41,3213,"Stříbro"
"2015","00260428",31846237.13,26702598.17,5101,"Česká Lípa"
"2015","00260771",9040873.56,7684742.15,5106,"Nový Bor"
"2015","00261238",51039387.89,43383478.55,4202,"Děčín"
"2015","00261602",4619651,3926703.35,4212,"Rumburk"
"2015","00261718",8490444.3,7216877.59,4215,"Varnsdorf"
"2015","00261891",51811888.76,44040105.1,4203,"Chomutov"
"2015","00261912",9210858.52,7638602.7,4204,"Kadaň"
"2015","00262340",42818175.02,37356169.73,5103,"Jablonec nad Nisou"
"2015","00262587",7659961,6510966.85,5108,"Tanvald"
"2015","00262633",9953342.84,8460341.24,5110,"Železný Brod"
"2015","00262781",6874759.01,5843544.82,5102,"Frýdlant"
"2015","00262978",88924051.99,75183264.27,5105,"Liberec"
"2015","00263958",84527925,71848736.21,4205,"Litoměřice"
"2015","00264334",6143816,5222243.6,4211,"Roudnice nad Labem"
"2015","00265209",6993408.4,5944397.13,4207,"Louny"
"2015","00265781",50822909.89,43199473.37,4216,"Žatec"
"2015","00266027",87485168.43,74362392.84,4206,"Litvínov"
"2015","00266094",43491049.48,36967392,4209,"Most"
"2015","00266230",7321352.2,6223149.36,4201,"Bílina"
"2015","00268321",516423,438959.55,6111,"Světlá nad Sázavou"
"2015","00268810",35638108.92,30292392.55,5205,"Hradec Králové"
"2015","00269247",7689381.41,6408213.76,5212,"Nový Bydžov"
"2015","00270059",3594990,3055741.5,5302,"Hlinsko"
"2015","00270211",21224405.46,18040744.32,5304,"Chrudim"
"2015","00271560",15888227.59,13504993.43,5204,"Hořice"
"2015","00271632",38013539.76,34441856.19,5207,"Jičín"
"2015","00272523",10103049.7,8587592.2,5201,"Broumov"
"2015","00272728",4817767,4095101.93,5206,"Jaroměř"
"2015","00272868",27611040.89,23313854.54,5209,"Náchod"
"2015","00274046",95586425.64,80899270.06,5309,"Pardubice"
"2015","00274879",8747269.32,7435178.9,5202,"Dobruška"
"2015","00274968",2924362.54,2485707.69,5208,"Kostelec nad Orlicí"
"2015","00275336",5805722,4934863.68,5213,"Rychnov nad Kněžnou"
"2015","00276111",24852531.41,20632221,5107,"Semily"
"2015","00276227",2172205,1723036.6,5109,"Turnov"
"2015","00276944",11249972.94,9562476.97,5307,"Litomyšl"
"2015","00277037",34505350.29,28993769.5,5308,"Moravská Třebová"
"2015","00277177",9446569.08,8029583.65,5310,"Polička"
"2015","00277444",8269371.49,7028965.74,5312,"Svitavy"
"2015","00278360",4027581,3423443,5214,"Trutnov"
"2015","00278475",1944566,1652881.1,5215,"Vrchlabí"
"2015","00278653",4378795.11,3721975.83,5301,"Česká Třebová"
"2015","00279072",7474262,6353122.69,5305,"Králíky"
"2015","00279102",14350591.86,12198002.88,5306,"Lanškroun"
"2015","00279676",13388755.9,11380442.49,5313,"Ústí nad Orlicí"
"2015","00279773",10515659.7,8938310.23,5314,"Vysoké Mýto"
"2015","00279846",2292490,1948616.5,5315,"Žamberk"
"2015","00279943",22538757.35,18990464.22,6201,"Blansko"
"2015","00279978",8576171,7289745.3,6202,"Boskovice"
"2015","00281859",30695020.2,25574724.01,6208,"Ivančice"
"2015","00281964",3543595.67,3012056.31,6209,"Kuřim"
"2015","00282481",6416066.68,5453656.64,6214,"Rosice"
"2015","00282651",1792010,1523208.5,6216,"Šlapanice"
"2015","00282707",32769440.76,27854024.64,6217,"Tišnov"
"2015","00282979",3597836.5,3058161.01,6221,"Židlochovice"
"2015","00283061",1664679.8,1414977.82,6204,"Břeclav"
"2015","00283193",1731515.62,1524704.75,6207,"Hustopeče"
"2015","00283347",17531969.13,14902173.28,6211,"Mikulov"
"2015","00283509",24807268.11,20802030.55,6213,"Pohořelice"
"2015","00283924",27002329.58,22951979.83,7213,"Zlín"
"2015","00284165",989720,841262,7204,"Luhačovice"
"2015","00284611",5244945.64,4458203.79,7209,"Valašské Klobouky"
"2015","00284653",9811928.99,8340139.34,7211,"Vizovice"
"2015","00284891",89459167.63,75961958.05,6206,"Hodonín"
"2015","00285455",1569900.71,1334415.6,6218,"Veselí nad Moravou"
"2015","00286010",100347899.65,85434623.2,6105,"Jihlava"
"2015","00286745",12705231.67,10799446.89,6112,"Telč"
"2015","00287172",16720734.17,11373303.59,7202,"Holešov"
"2015","00287351",20446756.5,17379743.02,7203,"Kroměříž"
"2015","00288365",2503520,2127992,7103,"Konice"
"2015","00288659",13928077.48,11380799.68,7108,"Prostějov"
"2015","00289931",110359,93805.15,6106,"Moravské Budějovice"
"2015","00290629",72556162.64,61672736.1,6113,"Třebíč"
"2015","00291463",23485500,19962675,7208,"Uherský Brod"
"2015","00291471",25638100.5,21618987.96,7207,"Uherské Hradiště"
"2015","00293199",9793599,7922364.63,6212,"Moravský Krumlov"
"2015","00293881",3552890.42,3019956.85,6220,"Znojmo"
"2015","00294136",9011212.4,7500151.47,6101,"Bystřice nad Pernštejnem"
"2015","00295671",10657681,8353356.69,6114,"Velké Meziříčí"
"2015","00295841",25154956.54,21381713.05,6115,"Žďár nad Sázavou"
"2015","00295892",10211765.2,8680000.38,8103,"Bruntál"
"2015","00296317",11715546.18,10048094.77,8120,"Rýmařov"
"2015","00296643",62004992.49,45251169.1,8106,"Frýdek-Místek"
"2015","00296759",12155665.27,10332315.12,8110,"Jablunkov"
"2015","00297313",32808058.8,27886848.85,8121,"Třinec"
"2015","00297437",6575201,5588920.85,8104,"Český Těšín"
"2015","00297488",39390182.19,34382124.33,8108,"Havířov"
"2015","00297534",34108514.39,34108514.39,8111,"Karviná"
"2015","00297569",23723756.28,20165192.5,8102,"Bohumín"
"2015","00297577",34793394.06,29574384.31,8118,"Orlová"
"2015","00297755",1903288,1617794.8,8101,"Bílovec"
"2015","00297852",57955136.23,49261865.35,8105,"Frenštát pod Radhoštěm"
"2015","00298077",49709639.82,42253193.11,8112,"Kopřivnice"
"2015","00298212",7013042.72,5961086.31,8115,"Nový Jičín"
"2015","00298221",7301662.06,6206412.74,8116,"Odry"
"2015","00299138",8080616.69,6868524.17,7105,"Litovel"
"2015","00299308",82643568.97,70247033.25,7107,"Olomouc"
"2015","00299529",7362682.7,6258280.29,7110,"Šternberk"
"2015","00299634",26698291.8,22693547.99,7112,"Uničov"
"2015","00300063",4666108.06,3704573.06,8109,"Hlučín"
"2015","00300292",1287093,1094029.05,8113,"Kravaře"
"2015","00300535",88631307.68,79088627.48,8117,"Opava"
"2015","00300870",16392905.43,13933968.72,8122,"Vítkov"
"2015","00301311",12064748.69,9155569.28,7101,"Hranice"
"2015","00301825",14847110.37,12369832.92,7109,"Přerov"
"2015","00302724",26589104.76,22600739.01,7102,"Jeseník"
"2015","00303461",6458371.7,5489615.93,7111,"Šumperk"
"2015","00303640",4878434.05,4146668.94,7113,"Zábřeh"
"2015","00304271",26334504.71,22384328.96,7206,"Rožnov pod Radhoštěm"
"2015","00304387",28299746.08,23909422.62,7210,"Valašské Meziříčí"
"2015","00304450",55796193.31,47096999.97,7212,"Vsetín"
"2015","00845451",219166840.7,185308223.7,8119,"Ostrava"
"2015","44992785",240690947.38,196818166.23,6203,"Brno"
"2016","00075370",9718473.3,8260701.78,3209,"Plzeň"
"2016","00081531",29403631.25,24993086.5,4214,"Ústí nad Labem"
"2016","00232947",3407571.42,2896435.7,2125,"Vlašim"
"2016","00234516",2993524.79,2544496.06,2109,"Kladno"
"2016","00234877",4848563.75,4121279.16,2124,"Slaný"
"2016","00235334",5795182.05,4925904.72,2106,"Český Brod"
"2016","00235440",14230902.06,4269270.61,2110,"Kolín"
"2016","00236195",99805859.82,84834980.81,2112,"Kutná Hora"
"2016","00236977",2906784.56,2470766.83,2111,"Kralupy nad Vltavou"
"2016","00237051",7356800,6253280,2114,"Mělník"
"2016","00237108",7999055.21,6799196.92,2117,"Neratovice"
"2016","00238309",16321034.08,13872878.96,2116,"Mnichovo Hradiště"
"2016","00239500",500921.85,425783.57,2118,"Nymburk"
"2016","00240079",11419240,9706354,2103,"Brandýs nad Labem-Stará Boleslav"
"2016","00240702",3154415.35,2681253.04,2122,"Říčany"
"2016","00241121",7747630,6585485.5,2105,"Černošice"
"2016","00242098",21669444.06,18419027.45,2107,"Dobříš"
"2016","00243132",20721509.56,17613283.09,2120,"Příbram"
"2016","00243272",1042196.96,885867.41,2123,"Sedlčany"
"2016","00244309",7250693.77,6163089.7,2121,"Rakovník"
"2016","00245836",3027587.6,2573449.43,3103,"Český Krumlov"
"2016","00247618",15288813,12995491.04,3114,"Třeboň"
"2016","00248266",2928364.74,2489110.02,6103,"Humpolec"
"2016","00248801",3850482.3,3272909.95,6110,"Pelhřimov"
"2016","00249831",2323353.18,1974850.2,3107,"Milevsko"
"2016","00250996",1459865,1240885.25,3101,"Blatná"
"2016","00253014",46316585.98,28262804.98,3112,"Tábor"
"2016","00253979",3743720.4,3182162.34,4102,"Cheb"
"2016","00254061",279125,237256.25,4105,"Mariánské Lázně"
"2016","00255661",13510953.59,11484310.55,3205,"Klatovy"
"2016","00256129",2538746.17,2157934.24,3214,"Sušice"
"2016","00256986",10596402.04,9006941.73,3207,"Nepomuk"
"2016","00260428",10601631.19,9011386.5,5101,"Česká Lípa"
"2016","00261602",7285283.68,6192491.12,4212,"Rumburk"
"2016","00261718",5837160.99,4961586.82,4215,"Varnsdorf"
"2016","00261891",16901059.97,14365900.97,4203,"Chomutov"
"2016","00261912",13364408.73,11359747.36,4204,"Kadaň"
"2016","00262978",34111149.74,28994477.25,5105,"Liberec"
"2016","00263958",7229145,6144773.25,4205,"Litoměřice"
"2016","00264334",1310619.91,1114026.9,4211,"Roudnice nad Labem"
"2016","00265781",13646376.51,11599420.03,4216,"Žatec"
"2016","00266027",15325865.73,13026985.85,4206,"Litvínov"
"2016","00266094",12608009,10716807.63,4209,"Most"
"2016","00266230",6082819.15,5170396.27,4201,"Bílina"
"2016","00267449",15798275.39,13428534.07,6102,"Havlíčkův Brod"
"2016","00267538",5670689.8,4820086.33,6104,"Chotěboř"
"2016","00268810",13988081.92,11889869.61,5205,"Hradec Králové"
"2016","00269247",3617863.75,3075184.15,5212,"Nový Bydžov"
"2016","00270211",4593343.43,3904341.9,5304,"Chrudim"
"2016","00271632",7879157,6697283.45,5207,"Jičín"
"2016","00271888",336060,285651,5210,"Nová Paka"
"2016","00272523",582801.78,495381.49,5201,"Broumov"
"2016","00272868",1134375,964218.75,5209,"Náchod"
"2016","00274046",19891245.8,16907558.92,5309,"Pardubice"
"2016","00274101",17992834.61,15293909.41,5311,"Přelouč"
"2016","00274879",7724640,6565944,5202,"Dobruška"
"2016","00274968",114760,97546,5208,"Kostelec nad Orlicí"
"2016","00276944",72445847.76,61578970.56,5307,"Litomyšl"
"2016","00277177",787520.07,669392.04,5310,"Polička"
"2016","00278653",931700,791945,5301,"Česká Třebová"
"2016","00279072",4657816.11,3959143.65,5305,"Králíky"
"2016","00279102",1334386.29,1134228.33,5306,"Lanškroun"
"2016","00279676",7480072.5,5355160.12,5313,"Ústí nad Orlicí"
"2016","00279846",1184573.43,1006887.4,5315,"Žamberk"
"2016","00279978",21742075.65,18480764.29,6202,"Boskovice"
"2016","00281859",2857555.4,2428922.09,6208,"Ivančice"
"2016","00282481",18203572.67,15473036.76,6214,"Rosice"
"2016","00282651",2854938,2426697.3,6216,"Šlapanice"
"2016","00282707",3004374.8,2553718.58,6217,"Tišnov"
"2016","00282979",2607918.39,2216730.63,6221,"Židlochovice"
"2016","00283193",8317393,6441409.3,6207,"Hustopeče"
"2016","00283509",7138721.55,6067913.31,6213,"Pohořelice"
"2016","00283924",1294597.5,1100407.85,7213,"Zlín"
"2016","00284301",6100138.85,5185118.01,7205,"Otrokovice"
"2016","00284891",3621855.3,3078576.94,6206,"Hodonín"
"2016","00286010",2720480,2312408,6105,"Jihlava"
"2016","00287113",1770631.03,451510.91,7201,"Bystřice pod Hostýnem"
"2016","00287172",1859410.16,1580498.58,7202,"Holešov"
"2016","00287351",2949326.22,2506927.25,7203,"Kroměříž"
"2016","00288659",494409,420247.65,7108,"Prostějov"
"2016","00289931",4055134.39,3446864.2,6106,"Moravské Budějovice"
"2016","00289965",2588190.76,2199962.11,6107,"Náměšť nad Oslavou"
"2016","00290629",4826835.88,4102810.48,6113,"Třebíč"
"2016","00291463",1506166.2,1280241.27,7208,"Uherský Brod"
"2016","00291471",3898160,3313436,7207,"Uherské Hradiště"
"2016","00292311",5199355.95,4419452.54,6215,"Slavkov u Brna"
"2016","00292427",1380182.5,1173155.1,6219,"Vyškov"
"2016","00293199",18778008.08,15961306.84,6212,"Moravský Krumlov"
"2016","00293881",2605493.58,2214669.54,6220,"Znojmo"
"2016","00294136",38556405.81,14134869.41,6101,"Bystřice nad Pernštejnem"
"2016","00294900",1341452.79,1140234.85,6108,"Nové Město na Moravě"
"2016","00295841",2236131.84,1900712.04,6115,"Žďár nad Sázavou"
"2016","00295892",8764216.79,7449584.25,8103,"Bruntál"
"2016","00296139",4648781,3951463.83,8114,"Krnov"
"2016","00296317",30650115.6,28503262.46,8120,"Rýmařov"
"2016","00296643",59261496.51,39095526.39,8106,"Frýdek-Místek"
"2016","00296651",26475618.35,23501244.87,8107,"Frýdlant nad Ostravicí"
"2016","00296759",3874819.5,3293596.57,8110,"Jablunkov"
"2016","00297313",17158390.84,16664786.09,8121,"Třinec"
"2016","00297437",7740237.82,6579202.14,8104,"Český Těšín"
"2016","00297488",27419051.7,26466117.52,8108,"Havířov"
"2016","00297534",26039098.26,25277218.63,8111,"Karviná"
"2016","00297569",16752172.75,16752172.75,8102,"Bohumín"
"2016","00297577",14744592.04,6076662.77,8118,"Orlová"
"2016","00297755",13531878.07,13016649.98,8101,"Bílovec"
"2016","00297852",2280140.6,1938119.5,8105,"Frenštát pod Radhoštěm"
"2016","00298077",34471633.37,32479567.43,8112,"Kopřivnice"
"2016","00298212",47975093.26,13226203.88,8115,"Nový Jičín"
"2016","00298221",1749821.82,1487348.53,8116,"Odry"
"2016","00299138",2552847.61,2169920.46,7105,"Litovel"
"2016","00299308",17763464.63,15098944.9,7107,"Olomouc"
"2016","00299529",2796887.5,2377354.36,7110,"Šternberk"
"2016","00299634",13751336.53,11688636.05,7112,"Uničov"
"2016","00300292",9291339.61,9291339.61,8113,"Kravaře"
"2016","00300535",36460373.4,36460373.4,8117,"Opava"
"2016","00300870",3311678.86,993503.65,8122,"Vítkov"
"2016","00301825",3074971.2,2613725.52,7109,"Přerov"
"2016","00302724",29528722.62,25099414.21,7102,"Jeseník"
"2016","00303038",8357331.48,7103731.75,7106,"Mohelnice"
"2016","00303461",18970176.6,16124650.1,7111,"Šumperk"
"2016","00304387",3035628.41,2580284.14,7210,"Valašské Meziříčí"
"2016","00304450",5331480.15,4531758.12,7212,"Vsetín"
"2016","00845451",226302968.77,198346398.37,8119,"Ostrava"
"2016","44992785",97373969.24,83243004.4,6203,"Brno"
"2017","00075370",190870728.74,155321479.13,3209,"Plzeň"
"2017","00081531",15357474.02,10288922.4,4214,"Ústí nad Labem"
"2017","00231401",96624853.4,80742541.63,2101,"Benešov"
"2017","00232947",52357687.49,44504034.35,2125,"Vlašim"
"2017","00232963",58051149.87,48914196.17,2126,"Votice"
"2017","00233129",8582393.4,7295034.38,2102,"Beroun"
"2017","00233242",38970266.12,28869138.98,2108,"Hořovice"
"2017","00234516",88638119.95,74984043.1,2109,"Kladno"
"2017","00234877",92699459.28,74676581.62,2124,"Slaný"
"2017","00235334",33136121.6,26405303.42,2106,"Český Brod"
"2017","00235440",184100258.21,154469463.35,2110,"Kolín"
"2017","00236021",27290782.98,20795304.28,2104,"Čáslav"
"2017","00236195",40284772.08,23373258.02,2112,"Kutná Hora"
"2017","00236977",16335958.86,8426939.39,2111,"Kralupy nad Vltavou"
"2017","00237051",26846644.26,19622212.17,2114,"Mělník"
"2017","00237108",16768876.6,9470753.11,2117,"Neratovice"
"2017","00238295",76313328.17,61481521.66,2115,"Mladá Boleslav"
"2017","00238309",34483380.19,29081161.64,2116,"Mnichovo Hradiště"
"2017","00239402",25677715.97,21826058.54,2113,"Lysá nad Labem"
"2017","00239500",13345094,9341565.8,2118,"Nymburk"
"2017","00239640",46835746.66,38075061.39,2119,"Poděbrady"
"2017","00240079",15106069.2,12840158.81,2103,"Brandýs nad Labem-Stará Boleslav"
"2017","00240702",32751390.49,27612164.19,2122,"Říčany"
"2017","00241121",104148013.79,87713205.26,2105,"Černošice"
"2017","00242098",11732085.02,9972272.19,2107,"Dobříš"
"2017","00243132",51179216.38,43502333.86,2120,"Příbram"
"2017","00243272",37499470.88,31874550.24,2123,"Sedlčany"
"2017","00244309",63677462.68,40729133.27,2121,"Rakovník"
"2017","00244732",83407555.62,66382973.55,3102,"České Budějovice"
"2017","00245551",13137310.63,11166714.03,3113,"Trhové Sviny"
"2017","00245585",1152870.34,691722.2,3115,"Týn nad Vltavou"
"2017","00245836",67708306.23,36735318.85,3103,"Český Krumlov"
"2017","00245941",16795322,13442154.8,3106,"Kaplice"
"2017","00246476",55445890.32,47129006.76,3104,"Dačice"
"2017","00246875",26850358.07,22822804.34,3105,"Jindřichův Hradec"
"2017","00247618",1908953.03,1324764.3,3114,"Třeboň"
"2017","00248266",11835695.59,6497984.83,6103,"Humpolec"
"2017","00248789",86975972.05,73929576.21,6109,"Pacov"
"2017","00248801",7462433,6343068.05,6110,"Pelhřimov"
"2017","00249831",2235500,1900175,3107,"Milevsko"
"2017","00249998",37525930.02,31792789.91,3108,"Písek"
"2017","00250627",20831570.5,12575253.35,3109,"Prachatice"
"2017","00250805",7275865.95,6184486.04,3116,"Vimperk"
"2017","00251810",47436296.86,38092482.91,3111,"Strakonice"
"2017","00251984",27113552.66,22001659.49,3117,"Vodňany"
"2017","00252921",37420028.15,31902840.33,3110,"Soběslav"
"2017","00253014",41889881.58,30547325.06,3112,"Tábor"
"2017","00253316",94998124.17,41714276.51,3202,"Domažlice"
"2017","00253901",5167874.02,4392692.91,4101,"Aš"
"2017","00253979",50914565.46,27526466.58,4102,"Cheb"
"2017","00254061",10153661.92,7294025.8,4105,"Mariánské Lázně"
"2017","00254657",16693024.68,14189070.94,4103,"Karlovy Vary"
"2017","00254843",3372117.65,2866300,4106,"Ostrov"
"2017","00255513",6387555.53,5429422.16,3203,"Horažďovice"
"2017","00255661",73232534.94,50253737.32,3205,"Klatovy"
"2017","00256129",2347056,1994997.6,3214,"Sušice"
"2017","00256455",5282631.5,4490236.77,3201,"Blovice"
"2017","00256986",2694269.32,2290128.9,3207,"Nepomuk"
"2017","00257125",1185800,1007930,3210,"Přeštice"
"2017","00257265",2220350,1887297.5,3212,"Stod"
"2017","00257966",3183723.75,2517056.76,3206,"Kralovice"
"2017","00259438",50638026.2,37568062.91,4104,"Kraslice"
"2017","00259586",13126839.66,10547240.96,4107,"Sokolov"
"2017","00260177",60941132.94,49545787.33,3213,"Stříbro"
"2017","00260231",20644503.63,17301709.17,3215,"Tachov"
"2017","00260428",67318198.29,27145487.66,5101,"Česká Lípa"
"2017","00260771",1450628.78,1233034.46,5106,"Nový Bor"
"2017","00261238",73749121.1,61529156.79,4202,"Děčín"
"2017","00261602",12714750,9054055.5,4212,"Rumburk"
"2017","00261718",77587174.64,60706157.67,4215,"Varnsdorf"
"2017","00261891",81486599.98,61485489.43,4203,"Chomutov"
"2017","00261912",13402883.74,11392451.14,4204,"Kadaň"
"2017","00262340",33993399.94,16508963.11,5103,"Jablonec nad Nisou"
"2017","00262587",23831106.13,11653116.98,5108,"Tanvald"
"2017","00262633",27560966.3,22173134.33,5110,"Železný Brod"
"2017","00262781",31974683.63,25278030.11,5102,"Frýdlant"
"2017","00262978",118393245.65,99862916.56,5105,"Liberec"
"2017","00263958",25015838.14,21263462.39,4205,"Litoměřice"
"2017","00263991",35299596.02,29089065.78,4208,"Lovosice"
"2017","00264334",29580605.81,13920964.16,4211,"Roudnice nad Labem"
"2017","00265209",5358877.18,4555045.6,4207,"Louny"
"2017","00265365",16732581.88,14222694.59,4210,"Podbořany"
"2017","00265781",44740918.6,31614833.31,4216,"Žatec"
"2017","00266027",24922637.4,18026609.85,4206,"Litvínov"
"2017","00266094",33479623.12,28457679.48,4209,"Most"
"2017","00266230",16352527.57,13899648.43,4201,"Bílina"
"2017","00266621",97451983.66,43257982.07,4213,"Teplice"
"2017","00267449",6430888.18,5069068.87,6102,"Havlíčkův Brod"
"2017","00267538",7349109.82,6246743.34,6104,"Chotěboř"
"2017","00268321",19597710.55,16658053.94,6111,"Světlá nad Sázavou"
"2017","00268810",32445053.01,27578295.01,5205,"Hradec Králové"
"2017","00269247",5590764.7,4394533.15,5212,"Nový Bydžov"
"2017","00270059",20428531.94,16571780.27,5302,"Hlinsko"
"2017","00270211",17059066.21,11137507.15,5304,"Chrudim"
"2017","00271560",15835675.92,13264681.62,5204,"Hořice"
"2017","00271632",50610318.31,27047896.81,5207,"Jičín"
"2017","00271888",19704516.4,16748838.92,5210,"Nová Paka"
"2017","00272523",51798274.72,42348698.15,5201,"Broumov"
"2017","00272868",37509649.21,30816594.18,5209,"Náchod"
"2017","00272876",38313026.5,27766805.92,5211,"Nové Město nad Metují"
"2017","00273571",10368900.41,8813565.32,5303,"Holice"
"2017","00274046",23669925.8,14160808.71,5309,"Pardubice"
"2017","00274101",32123734.26,21520266.83,5311,"Přelouč"
"2017","00274879",10677803.64,9076133.08,5202,"Dobruška"
"2017","00274968",27962614.64,21436555.5,5208,"Kostelec nad Orlicí"
"2017","00275336",8330661.78,7081062.5,5213,"Rychnov nad Kněžnou"
"2017","00275808",30660277.03,26061235.42,5104,"Jilemnice"
"2017","00276111",8926764.9,7416870.27,5107,"Semily"
"2017","00276227",1450548,1232965.8,5109,"Turnov"
"2017","00276944",33598830.45,25483950.34,5307,"Litomyšl"
"2017","00277037",29587278.72,24597006.89,5308,"Moravská Třebová"
"2017","00277177",15106470.76,10236677.6,5310,"Polička"
"2017","00277444",107222248.07,91138910.78,5312,"Svitavy"
"2017","00277819",84245639.69,71608793.71,5203,"Dvůr Králové nad Labem"
"2017","00278360",40472351.88,34401499.07,5214,"Trutnov"
"2017","00278475",60570762.15,51467935.3,5215,"Vrchlabí"
"2017","00278653",48743777.18,28544089.07,5301,"Česká Třebová"
"2017","00279072",68882298.21,58549953.43,5305,"Králíky"
"2017","00279102",1508496.34,1282221.88,5306,"Lanškroun"
"2017","00279676",47598107.72,36833554.33,5313,"Ústí nad Orlicí"
"2017","00279773",719950,611957.5,5314,"Vysoké Mýto"
"2017","00279846",18541322.45,7745288.78,5315,"Žamberk"
"2017","00279943",12963177.02,11018700.44,6201,"Blansko"
"2017","00279978",86638837.38,68957801.01,6202,"Boskovice"
"2017","00281859",24798386.2,21078628.26,6208,"Ivančice"
"2017","00281964",21375203.62,17662647.62,6209,"Kuřim"
"2017","00282481",1674398,1423238.3,6214,"Rosice"
"2017","00282651",10205677,7402184.58,6216,"Šlapanice"
"2017","00282707",33157550.57,27605614.63,6217,"Tišnov"
"2017","00282979",21998290.14,18581109.61,6221,"Židlochovice"
"2017","00283061",20230586.53,17195998.48,6204,"Břeclav"
"2017","00283193",28637301.49,25291943.61,6207,"Hustopeče"
"2017","00283347",47571844.98,40436068.21,6211,"Mikulov"
"2017","00283509",84503327.74,71827828.53,6213,"Pohořelice"
"2017","00283924",98554004.76,79498050.08,7213,"Zlín"
"2017","00284165",28518864.57,17954646.95,7204,"Luhačovice"
"2017","00284301",53434636.94,30757248.89,7205,"Otrokovice"
"2017","00284611",18755483.29,14656328.74,7209,"Valašské Klobouky"
"2017","00284891",22974249.55,19528112.07,6206,"Hodonín"
"2017","00285030",38740750.08,28929557.75,6210,"Kyjov"
"2017","00285455",31592938.71,20861643.27,6218,"Veselí nad Moravou"
"2017","00286010",40300575.73,32159845,6105,"Jihlava"
"2017","00286745",35552750.22,30219837.66,6112,"Telč"
"2017","00287113",3004786.88,1091666.12,7201,"Bystřice pod Hostýnem"
"2017","00287172",41706652.1,34088883.7,7202,"Holešov"
"2017","00287351",26697020.92,19086831.25,7203,"Kroměříž"
"2017","00288365",19991766.29,16993001.3,7103,"Konice"
"2017","00288659",31350674.58,19390184.4,7108,"Prostějov"
"2017","00289931",11590184.59,9851656.85,6106,"Moravské Budějovice"
"2017","00289965",3593712.25,2969420.71,6107,"Náměšť nad Oslavou"
"2017","00290629",42260627.78,32160738.91,6113,"Třebíč"
"2017","00291463",26580918.22,20153118.76,7208,"Uherský Brod"
"2017","00291471",7169603.61,5304268.4,7207,"Uherské Hradiště"
"2017","00291676",3343388.13,2841879.89,6205,"Bučovice"
"2017","00292311",144294175.18,122650048.86,6215,"Slavkov u Brna"
"2017","00293199",21435407.75,18220096.55,6212,"Moravský Krumlov"
"2017","00293881",10302969.66,8757524.2,6220,"Znojmo"
"2017","00294136",12326193.85,10477264.76,6101,"Bystřice nad Pernštejnem"
"2017","00294900",33405717.08,26776763.02,6108,"Nové Město na Moravě"
"2017","00295671",13680964,10646032.45,6114,"Velké Meziříčí"
"2017","00295841",21218366.48,14188287.88,6115,"Žďár nad Sázavou"
"2017","00295892",32894530.3,21847136.93,8103,"Bruntál"
"2017","00296139",25187997.5,10626820.58,8114,"Krnov"
"2017","00296317",29748820.92,11585134.65,8120,"Rýmařov"
"2017","00296643",81326120.41,33910972.88,8106,"Frýdek-Místek"
"2017","00296651",33632487.32,20237319.5,8107,"Frýdlant nad Ostravicí"
"2017","00296759",42548369.48,36166114.04,8110,"Jablunkov"
"2017","00297313",17049366.12,14491961.18,8121,"Třinec"
"2017","00297437",25643494.56,16154998.34,8104,"Český Těšín"
"2017","00297488",121870636.05,70187151.89,8108,"Havířov"
"2017","00297534",54855783.24,46627415.73,8111,"Karviná"
"2017","00297569",83528982.37,47076693.94,8102,"Bohumín"
"2017","00297577",48649733.72,23572461.59,8118,"Orlová"
"2017","00297755",49537262.25,42106672.85,8101,"Bílovec"
"2017","00297852",19971185.42,9183331.76,8105,"Frenštát pod Radhoštěm"
"2017","00298077",71198400.11,46101015.64,8112,"Kopřivnice"
"2017","00298212",33453092.41,13720585.26,8115,"Nový Jičín"
"2017","00298221",3387412.85,2557886.13,8116,"Odry"
"2017","00299138",27175465.48,23099145.63,7105,"Litovel"
"2017","00299308",276165080.16,212539632.05,7107,"Olomouc"
"2017","00299529",29000499.73,24479147.31,7110,"Šternberk"
"2017","00299634",69978761.95,43194950.32,7112,"Uničov"
"2017","00300063",33958907.98,23095319.99,8109,"Hlučín"
"2017","00300292",404691,343987.35,8113,"Kravaře"
"2017","00300535",103285957.19,81813083.14,8117,"Opava"
"2017","00300870",5284556,3249134.64,8122,"Vítkov"
"2017","00301311",13871492.31,7514515.33,7101,"Hranice"
"2017","00301493",6447941.24,4998342.52,7104,"Lipník nad Bečvou"
"2017","00301825",57250121.88,37286859.85,7109,"Přerov"
"2017","00302724",42838440.66,36412674.48,7102,"Jeseník"
"2017","00303038",73484962.26,62462217.9,7106,"Mohelnice"
"2017","00303461",17297590.12,8258597.9,7111,"Šumperk"
"2017","00303640",30273646.85,12980658.72,7113,"Zábřeh"
"2017","00304271",18009201.94,13187383.2,7206,"Rožnov pod Radhoštěm"
"2017","00304387",44510560.67,29925203.37,7210,"Valašské Meziříčí"
"2017","00304450",44177331.4,20452581.92,7212,"Vsetín"
"2017","00845451",225746509.89,138872063.09,8119,"Ostrava"
"2017","44992785",603623449.99,422381392.28,6203,"Brno"
